35,DB00186,Lorazepam,approved,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
36,DB00187,Esmolol,approved,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
37,DB00188,Bortezomib,approved; investigational,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
38,DB00189,Ethchlorvynol,approved; illicit; withdrawn,CCC(O)(\C=C\Cl)C#C
39,DB00190,Carbidopa,approved,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O
40,DB00191,Phentermine,approved; illicit,CC(C)(N)CC1=CC=CC=C1
41,DB00193,Tramadol,approved; investigational,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C
42,DB00195,Betaxolol,approved; investigational,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1
43,DB00196,Fluconazole,approved; investigational,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
44,DB00198,Oseltamivir,approved,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
45,DB00199,Erythromycin,approved; investigational; vet_approved,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
46,DB00201,Caffeine,approved,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
47,DB00202,Succinylcholine,approved,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
48,DB00203,Sildenafil,approved; investigational,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1
49,DB00204,Dofetilide,approved; investigational,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
50,DB00205,Pyrimethamine,approved; investigational; vet_approved,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1
51,DB00206,Reserpine,approved; investigational,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
52,DB00207,Azithromycin,approved,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
53,DB00208,Ticlopidine,approved,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
54,DB00209,Trospium,approved,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1
55,DB00210,Adapalene,approved,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2
56,DB00211,Midodrine,approved,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1
57,DB00212,Remikiren,experimental,CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1
58,DB00213,Pantoprazole,approved,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1
59,DB00214,Torasemide,approved,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1
60,DB00215,Citalopram,approved,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
61,DB00216,Eletriptan,approved; investigational,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
62,DB00217,Bethanidine,approved,CN\C(NCC1=CC=CC=C1)=N/C
63,DB00218,Moxifloxacin,approved; investigational,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
64,DB00219,Oxyphenonium,approved,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
65,DB00220,Nelfinavir,approved,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C
66,DB00221,Isoetharine,approved,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1
67,DB00222,Glimepiride,approved,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
68,DB00223,Diflorasone,approved,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
69,DB00224,Indinavir,approved,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12
70,DB00226,Guanadrel,approved,NC(N)=NCC1COC2(CCCCC2)O1
71,DB00227,Lovastatin,approved; investigational,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
72,DB00228,Enflurane,approved; investigational; vet_approved,FC(F)OC(F)(F)C(F)Cl
73,DB00229,Cefotiam,approved; investigational,[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O
74,DB00230,Pregabalin,approved; investigational,CC(C)C[C@H](CN)CC(O)=O
75,DB00231,Temazepam,approved; investigational,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1
76,DB00232,Methyclothiazide,withdrawn,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
77,DB00233,Aminosalicylic acid,approved,NC1=CC(O)=C(C=C1)C(O)=O
78,DB00234,Reboxetine,approved; experimental,[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1
79,DB00235,Milrinone,approved,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1
80,DB00236,Pipobroman,approved,BrCCC(=O)N1CCN(CC1)C(=O)CCBr
81,DB00237,Butabarbital,approved; illicit,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
82,DB00238,Nevirapine,approved,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1
83,DB00239,Oxiconazole,approved,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1
84,DB00240,Alclometasone,approved,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C
85,DB00241,Butalbital,approved; illicit,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O
86,DB00242,Cladribine,approved; investigational,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
87,DB00243,Ranolazine,approved; investigational,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1
88,DB00244,Mesalazine,approved,NC1=CC(C(O)=O)=C(O)C=C1
89,DB00245,Benzatropine,approved,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C
90,DB00246,Ziprasidone,approved,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
91,DB00248,Cabergoline,approved,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
92,DB00250,Dapsone,approved; investigational,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1
93,DB00251,Terconazole,approved,CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
94,DB00252,Phenytoin,approved; vet_approved,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
95,DB00253,Medrysone,approved,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
96,DB00254,Doxycycline,approved; investigational; vet_approved,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O
97,DB00255,Diethylstilbestrol,approved; investigational,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
98,DB00256,Lymecycline,approved; investigational,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C
99,DB00257,Clotrimazole,approved; vet_approved,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
100,DB00259,Sulfanilamide,approved,NC1=CC=C(C=C1)S(N)(=O)=O
101,DB00260,Cycloserine,approved,N[C@@H]1CONC1=O
102,DB00261,Anagrelide,approved,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl
103,DB00262,Carmustine,approved; investigational,ClCCNC(=O)N(CCCl)N=O
104,DB00263,Sulfisoxazole,approved; vet_approved,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C
105,DB00264,Metoprolol,approved; investigational,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
106,DB00266,Dicoumarol,approved,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2
107,DB00267,Cefmenoxime,approved,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
108,DB00268,Ropinirole,approved; investigational,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
109,DB00270,Isradipine,approved; investigational,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C
110,DB00271,Diatrizoate,approved; vet_approved,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
111,DB00273,Topiramate,approved,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
112,DB00274,Cefmetazole,approved; investigational,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O
113,DB00275,Olmesartan,approved; investigational,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O
114,DB00276,Amsacrine,approved; investigational,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1
115,DB00277,Theophylline,approved,CN1C2=C(NC=N2)C(=O)N(C)C1=O
116,DB00278,Argatroban,approved; investigational,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2
117,DB00279,Liothyronine,approved; vet_approved,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
118,DB00280,Disopyramide,approved,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C
119,DB00281,Lidocaine,approved; vet_approved,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
120,DB00282,Pamidronic acid,approved,NCCC(O)(P(O)(O)=O)P(O)(O)=O
121,DB00283,Clemastine,approved; investigational,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
122,DB00284,Acarbose,approved; investigational,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO
123,DB00285,Venlafaxine,approved,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
124,DB00287,Travoprost,approved,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F
125,DB00288,Amcinonide,approved,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
126,DB00289,Atomoxetine,approved,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1
127,DB00290,Bleomycin,approved; investigational,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O
128,DB00291,Chlorambucil,approved,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
129,DB00292,Etomidate,approved,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
130,DB00293,Raltitrexed,approved; investigational,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
131,DB00294,Etonogestrel,approved; investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
132,DB00295,Morphine,approved; investigational,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
133,DB00296,Ropivacaine,approved,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
134,DB00297,Bupivacaine,approved; investigational,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
135,DB00298,Dapiprazole,approved,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1
136,DB00300,Tenofovir disoproxil,approved; investigational,[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C
137,DB00301,Flucloxacillin,approved; investigational,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O
138,DB00302,Tranexamic acid,approved,NC[C@H]1CC[C@@H](CC1)C(O)=O
139,DB00303,Ertapenem,approved; investigational,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
140,DB00304,Desogestrel,approved,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]
141,DB00305,Mitomycin,approved,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O
142,DB00307,Bexarotene,approved; investigational,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
143,DB00308,Ibutilide,approved,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
144,DB00309,Vindesine,approved; investigational,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC
145,DB00310,Chlorthalidone,approved,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
146,DB00312,Pentobarbital,approved; investigational; vet_approved,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
147,DB00313,Valproic acid,approved; investigational,CCCC(CCC)C(O)=O
148,DB00314,Capreomycin,approved,[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O
149,DB00315,Zolmitriptan,approved; investigational,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12
150,DB00316,Acetaminophen,approved,CC(=O)NC1=CC=C(O)C=C1
151,DB00317,Gefitinib,approved; investigational,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
152,DB00318,Codeine,approved; illicit,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC
153,DB00319,Piperacillin,approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O
154,DB00320,Dihydroergotamine,approved; investigational,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
155,DB00321,Amitriptyline,approved,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
156,DB00322,Floxuridine,approved,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
157,DB00323,Tolcapone,approved; withdrawn,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
158,DB00324,Fluorometholone,approved; investigational,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
159,DB00325,Nitroprusside,approved; investigational,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N
160,DB00327,Hydromorphone,approved; illicit,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
161,DB00328,Indomethacin,approved; investigational,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
162,DB00330,Ethambutol,approved,CC[C@@H](CO)NCCN[C@@H](CC)CO
163,DB00331,Metformin,approved,CN(C)C(=N)NC(N)=N
164,DB00332,Ipratropium,approved; experimental,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C
165,DB00333,Methadone,approved,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
166,DB00334,Olanzapine,approved; investigational,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
167,DB00335,Atenolol,approved,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
